participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.exclude_from_data_analysis,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,player.id_in_group,player.payoff,group.id_in_subsession,subsession.round_number,subsession.app_label,session.code,session.label,session.experimenter_name,session.time_scheduled,session.time_started,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
1,sdrdozex,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.748992+00:00,0,1,,,1,0.00,1,1,payment_info,x12ofacs,,,,,,,,0
2,fw6e50sn,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.768177+00:00,0,1,,,2,0.00,1,1,payment_info,x12ofacs,,,,,,,,0
3,t9mvb0cm,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.786095+00:00,0,1,,,3,0.00,1,1,payment_info,x12ofacs,,,,,,,,0
4,ub5kui5u,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.803215+00:00,0,1,,,4,0.00,1,1,payment_info,x12ofacs,,,,,,,,0
5,a0e2ek68,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.819594+00:00,0,1,,,5,0.00,1,1,payment_info,x12ofacs,,,,,,,,0
6,e5oalnlk,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.836823+00:00,0,1,,,6,0.00,1,1,payment_info,x12ofacs,,,,,,,,0
7,jblu8pfl,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.853383+00:00,0,1,,,7,0.00,1,1,payment_info,x12ofacs,,,,,,,,0
8,mpvjegwc,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.870620+00:00,0,1,,,8,0.00,1,1,payment_info,x12ofacs,,,,,,,,0
9,3alhq3r1,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.886785+00:00,0,1,,,9,0.00,1,1,payment_info,x12ofacs,,,,,,,,0
10,wdnomcdu,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.903891+00:00,0,1,,,10,0.00,1,1,payment_info,x12ofacs,,,,,,,,0
11,32naiyxs,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.920295+00:00,0,1,,,11,0.00,1,1,payment_info,x12ofacs,,,,,,,,0
12,6qn4uowz,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.937922+00:00,0,1,,,12,0.00,1,1,payment_info,x12ofacs,,,,,,,,0
13,pjoom36s,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.953618+00:00,0,1,,,13,0.00,1,1,payment_info,x12ofacs,,,,,,,,0
14,4ohu6fdf,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.969639+00:00,0,1,,,14,0.00,1,1,payment_info,x12ofacs,,,,,,,,0
15,ease0o36,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:35.986547+00:00,0,1,,,15,0.00,1,1,payment_info,x12ofacs,,,,,,,,0
16,iznfa7f1,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-17 20:50:36.002445+00:00,0,1,,,16,0.00,1,1,payment_info,x12ofacs,,,,,,,,0
